household_id,household_size,average_monthly_consumption_kwh,has_aircon,has_water_heater
183,1,319.2069406263274,1,1
184,2,340.21856941753884,1,1
185,2,87.59604516630172,0,0
186,4,487.80841519748657,1,1
187,5,221.08723221368166,0,0
188,1,21.285472553148715,0,0
189,1,260.31363644649656,1,0
190,3,348.5404294528865,1,0
191,2,380.9839098623476,1,1
192,5,427.2451399589979,1,0
193,4,193.08797857382697,0,0
194,2,352.27300567195084,1,1
195,4,506.7059523337436,1,1
196,3,381.05748004171255,1,0
197,3,94.61436413285719,0,0
198,1,222.1146741942277,1,0
199,5,285.1041223472976,0,1
200,4,180.49928196779305,0,0
201,2,377.49686090628916,1,1
202,3,106.51064340904409,0,0
203,1,222.3442056062406,1,0
204,1,219.88127883755504,1,0
205,4,206.21801988196833,0,0
206,3,352.0803301110875,1,0
207,5,508.3478733998824,1,1
208,3,355.30462616418197,1,0
209,4,383.59959746238206,1,0
210,4,471.85034669021843,1,1
211,3,400.2035627089561,1,0
212,4,520.2138315537104,1,1
213,3,111.01256289217207,0,0
214,2,324.89197253637525,1,0
215,3,174.34189663474777,0,0
216,3,315.55210133742145,1,0
217,4,504.5633293126458,1,1
218,4,246.13795755237658,0,0
219,1,216.3236558126676,1,0
220,1,222.4749153695721,1,0
221,2,130.52984400530508,0,0
222,1,338.1448593247694,1,1
223,3,366.5442882571857,1,0
224,4,210.2176764920149,0,0
225,1,341.72087762784435,1,1
226,1,10.205836150667508,0,0
227,2,411.4195311986434,1,1
228,2,335.0876997728332,1,0
229,3,343.11827767795916,1,0
230,4,398.69569150558414,1,0
231,2,334.06677492332835,1,1
232,1,345.42764268053503,1,1
233,4,217.16172325142432,0,0
234,4,398.13426949002064,1,0
235,1,83.73060079611508,0,0
236,2,289.97768307060176,1,0
237,1,66.938177776808,0,0
238,4,249.41006983923654,0,1
239,5,249.29343547377286,0,0
240,5,444.76937226291494,1,0
241,3,156.75923766122824,0,0
242,1,238.91419213499924,1,0
243,1,46.055822129849965,0,0
244,3,174.7814151432452,0,0
245,3,416.8970728828535,1,1
246,3,301.80268697783964,1,0
247,4,252.48751712616263,0,0
248,1,291.4436223607146,1,0
249,4,441.23211914683145,1,1
250,3,450.69123415735584,1,1
251,1,34.910756883459705,0,0
252,4,287.9046164599318,0,1
253,4,408.8267238704048,1,0
254,3,142.96776599051034,0,0
255,1,226.48703003240811,1,0
256,3,329.2837684305122,1,0
257,1,222.51424253556272,1,0
258,5,505.04533375308665,1,1
259,2,377.98465129851934,1,1
260,2,78.52720032667744,0,0
261,2,320.4615619713786,1,0
262,3,394.61738466007785,1,0
263,5,432.5984027588987,1,0
264,1,257.1821350160613,1,0
265,4,414.990553309088,1,0
266,1,264.16006812757826,1,0
267,4,482.2786580374826,1,1
268,1,272.28047255079167,1,0
269,5,464.46746858041973,1,0
270,4,442.87012733018105,1,1
271,3,176.07468193167819,0,0
272,1,76.61872511800226,0,0
273,1,27.101416874642553,0,0
274,4,201.13813506342805,0,0
275,3,250.49986978433208,0,1
276,3,143.72058541261916,0,0
277,5,282.18934143298037,0,0
278,3,300.91617483858084,0,1
279,3,406.42041902095053,1,1
280,3,388.56866190538676,1,1
281,2,109.11455786814628,0,0
282,5,471.6468751537843,1,0
283,1,123.07400878465693,0,1
284,4,523.5978198996311,1,1
285,1,209.84182600830252,1,0
286,5,270.78755869094834,0,0
287,4,381.8241753772332,1,0
288,5,581.5813371862189,1,1
289,3,409.77546059504357,1,0
290,4,377.00030236649957,1,0
291,3,333.5132859227426,1,0
292,1,75.78763660939406,0,0
293,1,318.38608050631456,1,1
294,4,198.63766346203286,0,0
295,4,480.76165261627233,1,1
296,5,472.4098053140703,1,1
297,5,449.5848676171729,1,0
298,3,329.3081667780748,1,0
299,4,185.20631532800684,0,0
300,1,173.30896010406443,0,1
301,5,212.3047931716223,0,0
302,5,274.3961556024393,0,0
303,1,321.63111209004575,1,1
304,5,241.60719494512497,0,0
305,3,253.71115688155135,0,1
306,4,410.2015388370667,1,0
307,1,267.11838991658595,1,0
308,4,429.0455398159858,1,0
309,5,520.0607485045003,1,1
310,5,231.6328979647675,0,0
311,1,97.44548420326606,0,1
312,3,405.2376841006313,1,1
313,2,388.4728327592618,1,0
314,1,167.34038742210362,0,1
315,2,259.4677690137594,1,0
316,2,60.326261297692895,0,0
317,3,164.45598185155475,0,0
318,2,396.41794392133903,1,1
319,2,316.46651505952093,1,0
320,3,342.35132619338907,1,0
321,2,96.23637219991299,0,0
322,2,309.8363857247807,1,0
323,2,102.57679018879992,0,0
324,1,63.42098881757394,0,1
325,1,323.1060110827442,1,1
326,1,224.45780697219058,1,0
327,3,435.2563425672554,1,1
328,5,539.5577700781023,1,0
329,2,391.0244499642291,1,1
330,2,290.59410941482804,1,0
331,3,177.65404505931755,0,0
332,2,314.4806366162764,1,0
333,1,142.60283471355524,0,1
334,5,268.20551779647013,0,0
335,4,461.69630694488626,1,0
336,2,266.0733469402225,1,0
337,1,64.20896230434363,0,0
338,4,172.20856610055384,0,0
339,5,546.6653793902675,1,1
340,4,252.43940465541718,0,1
341,1,237.47899559184748,1,0
342,4,471.1473025728628,1,1
343,3,379.2745015803413,1,0
344,4,507.55363331827243,1,1
345,2,342.62847870660846,1,1
346,2,101.64802332999547,0,0
347,3,408.7126043575248,1,1
348,1,212.24485267973995,1,0
349,2,93.48948848726889,0,0
350,5,520.7455163463254,1,1
351,2,372.8014945903657,1,0
352,2,312.9887947608209,1,0
353,1,208.6714749773729,1,0
354,4,463.0567798748717,1,1
355,2,330.641498862882,1,0
356,3,412.6532831860977,1,0
357,4,432.42050063286126,1,1
358,5,473.60226844582866,1,1
359,1,306.12895526115346,1,0
360,5,461.6884253211271,1,0
361,4,173.951218043709,0,0
362,4,416.0388725836731,1,0
363,4,320.9275678294937,1,0
364,5,330.1012651979148,0,1
365,4,409.83463518529254,1,0
366,5,277.7281041861349,0,0
367,4,169.58312143122387,0,0
368,3,432.5706148421008,1,1
369,4,172.23726121821238,0,0
370,5,537.6615126702295,1,1
371,2,273.13961032910925,1,0
372,4,387.75697482519337,1,0
373,2,70.12553815629313,0,0
374,3,169.5340872547097,0,0
375,1,275.7535334997,1,0
376,3,342.9613829012776,1,0
377,4,401.14713984880086,1,0
378,2,136.54225756099368,0,1
379,2,291.0097005597964,1,0
380,5,528.4938614887477,1,1
381,2,378.62379273089925,1,0
382,5,216.6409892267751,0,0
383,1,293.92531716257315,1,0
384,4,429.90576320397423,1,0
385,5,458.4190921347041,1,0
386,1,102.758614525854,0,0
387,2,311.1631641782059,1,0
388,2,311.6747758700379,1,0
389,1,48.40638040947364,0,0
390,2,416.70706647255884,1,1
391,1,362.8940770143265,1,1
392,5,311.2296813751136,0,1
393,5,290.42258416203697,0,1
394,1,243.91058087813028,1,0
395,5,225.9988430680706,0,0
396,5,528.0942627615393,1,1
397,5,287.12314404052415,0,0
398,3,336.2809503473963,1,0
399,4,198.71529856065274,0,0
400,2,301.74068204425186,1,0
401,3,375.45292646615854,1,0
402,5,462.59331998046184,1,1
403,1,231.7989911570411,1,0
404,5,256.3385107683842,0,0
405,4,516.0023686928058,1,1
406,5,235.24292657481385,0,0
407,1,-6.296581181256222,0,0
408,4,218.59134337898408,0,0
409,5,510.93912833523115,1,1
410,4,444.31000022728915,1,1
411,2,281.26963830860325,1,0
412,2,374.4642392703245,1,1
413,5,231.85766006385361,0,0
414,4,413.8330182870279,1,1
415,1,356.91198590661395,1,1
416,5,568.2462512383617,1,1
417,2,119.54565974018517,0,0
418,2,345.8694298872555,1,1
419,5,523.9552539815745,1,1
420,4,199.80436054311625,0,0
421,2,197.9638316868573,0,1
422,4,420.05021466154244,1,0
423,2,357.9747860366451,1,1
424,2,102.45986669240682,0,0
425,3,443.7184121384572,1,1
426,2,143.67466966440298,0,0
427,1,271.1351961947417,1,0
428,5,473.6717006212656,1,0
429,5,452.51479883788085,1,0
430,4,442.3137743561051,1,0
431,2,112.29288387878492,0,0
432,1,24.167362694792885,0,0
433,4,442.1010991037557,1,0
434,3,370.9370981761708,1,0
435,4,466.70867936614553,1,1
436,4,185.6152109780227,0,0
437,2,188.89726635422286,0,1
438,3,243.89554385802754,0,1
439,4,405.9187679689362,1,0
440,1,59.33926020328654,0,0
441,1,380.9987212372914,1,1
442,5,482.1462945670466,1,0
443,3,355.71906773795075,1,0
444,3,178.2393174230245,0,0
445,5,499.02428289417384,1,1
446,4,411.93781149840424,1,0
447,3,404.2791904919933,1,0
448,1,323.4586231382288,1,1
449,1,304.57098214142746,1,1
450,2,280.4373333422082,1,0
451,3,117.31100887972835,0,0
452,4,256.4571427561689,0,1
453,5,438.88475704229916,1,0
454,5,407.83298942464074,1,0
455,4,400.4685500184881,1,0
456,2,407.0683152135994,1,1
457,5,222.76731459559238,0,0
458,3,275.57851770925305,0,1
459,2,395.32376265582786,1,1
460,3,380.9174175687217,1,0
461,1,30.264963384435887,0,0
462,2,325.6357568119985,1,0
463,5,217.2419829881406,0,0
464,2,326.7074250250953,1,0
465,2,185.15518019380593,0,1
466,2,316.5975365995435,1,0
467,2,144.73216183125444,0,1
468,3,323.1479047317019,1,0
469,1,67.91684654760155,0,0
470,4,171.54955987327398,0,0
471,2,113.8961887629737,0,0
472,5,488.98586580619263,1,1
473,2,325.44522638000007,1,0
474,5,213.02430055694472,0,0
475,3,366.5689981303857,1,0
476,5,468.76892800938003,1,0
477,4,379.09684544711274,1,0
478,1,67.4607970125418,0,0
479,5,537.8132679000066,1,1
480,5,233.83474431421786,0,0
481,1,99.74335947771375,0,1
482,4,341.12122924982265,1,0
483,2,110.48950141899081,0,0
484,5,403.05591685913834,1,0
485,1,252.86032598323925,1,0
486,3,342.0965535175325,1,0
487,1,270.37428326314586,1,0
488,3,140.93863501530407,0,0
489,4,190.11656640958725,0,0
490,2,321.9561211286489,1,0
491,1,140.05174087252354,0,1
492,5,259.48467871548337,0,0
493,4,214.07802769425578,0,0
494,1,3.9328363037868286,0,0
495,5,272.7036603996095,0,0
496,1,68.37406382040807,0,0
497,3,319.49950614270506,1,0
498,1,242.67758578977396,1,0
499,1,248.82078137117105,1,0
500,1,45.965096467948015,0,0
501,4,210.01579899705604,0,0
502,1,92.9410034549355,0,0
503,5,482.45300183018486,1,0
504,3,310.6334241970578,1,0
505,3,248.66209970918146,0,1
506,1,289.8679995860623,1,0
507,4,211.60425562067607,0,0
508,4,432.729412755579,1,0
509,5,590.3681133710229,1,1
510,1,280.7112863832094,1,0
511,3,357.47925786925185,1,0
512,4,431.3526542225426,1,0
513,1,54.346634992906736,0,0
514,4,400.71709129854867,1,0
515,4,189.45757292858804,0,0
516,3,476.90240076496326,1,1
517,2,275.44714002174,1,0
518,5,575.9710317403435,1,1
519,5,544.9959237122112,1,1
520,3,308.02081475594173,1,0
521,4,411.02947878974265,1,0
522,1,186.99920477045129,1,0
523,4,218.76524050493106,0,0
524,3,176.55694448966972,0,0
525,5,312.2293213304384,0,1
526,4,283.70643087866745,0,1
527,5,508.6247230125086,1,0
528,1,34.8275988721419,0,0
529,5,498.232772388302,1,1
530,5,374.449902073878,0,1
531,2,238.87761571592384,0,1
532,2,300.1108701554354,1,0
533,2,330.3438910622507,1,0
534,5,490.2442774659264,1,0
535,3,327.7254730238485,1,0
536,5,435.44082493896394,1,0
537,3,186.92623539464205,0,0
538,3,400.5504283612553,1,0
539,2,316.88642580523066,1,0
540,4,373.60556939493836,1,0
541,1,109.61183335098323,0,0
542,2,284.0708730656411,1,0
543,2,89.94586656485644,0,0
544,4,210.27013503468865,0,0
545,1,176.62481262144323,0,1
546,5,475.61927929656673,1,0
547,5,462.4459650108573,1,0
548,2,313.89865590354316,1,0
549,1,331.305440059304,1,1
550,2,316.7441854355552,1,0
551,3,74.11319766917092,0,0
552,2,91.10177622790604,0,0
553,2,307.23965804750344,1,0
554,5,215.46957749141478,0,0
555,5,461.5896995343468,1,0
556,5,523.8658633704164,1,1
557,3,402.6642709494647,1,0
558,5,577.1905917564457,1,1
559,1,316.0258329264551,1,1
560,4,395.47486865299913,1,0
561,1,327.7815730317482,1,1
562,1,236.45021571521133,1,0
563,5,255.8507495208438,0,0
564,4,377.2515379333723,1,0
565,4,366.0815399518742,1,0
566,4,218.68133671700807,0,0
567,3,368.8858875266543,1,0
568,5,425.87052721020024,1,0
569,4,426.86066292287796,1,0
570,3,131.05266812504004,0,0
571,2,307.59495714113945,1,0
572,2,324.6103203783737,1,0
573,3,148.99162305888862,0,0
574,3,243.64222736423403,0,1
575,5,434.50711068337284,1,0
576,5,324.1060024971571,0,1
577,2,293.8242170735898,1,0
578,4,377.6026496037928,1,0
579,2,94.69677510652653,0,0
580,4,353.5414510340876,1,0
581,4,385.26538758573685,1,0
582,5,521.4537351989098,1,1
583,1,42.3146074251386,0,0
584,1,322.7550766238766,1,1
585,3,228.14707400419613,0,1
586,5,344.3832455425819,0,1
587,4,506.23551222397566,1,1
588,1,30.507043194551986,0,0
589,4,363.90397433832567,1,0
590,1,18.73866763270691,0,0
591,1,235.3839123641522,1,0
592,1,39.44236046550473,0,0
593,5,506.90011801407627,1,1
594,2,261.1165000725032,1,0
595,4,186.31637517577434,0,0
596,5,255.44279860341913,0,0
597,5,267.85088397506695,0,0
598,5,433.27730840675036,1,0
599,5,317.61006533569696,0,1
600,5,422.1990507345807,1,0
601,3,349.0568248887567,1,0
602,4,174.54714097427555,0,0
603,5,467.193834397236,1,0
604,4,346.42400524197666,1,0
605,3,139.21110982642614,0,0
606,3,159.03322017575226,0,0
607,4,205.51503548967514,0,0
608,1,330.79100991941493,1,0
609,2,310.49400073703725,1,0
610,1,219.87836209473969,1,0
611,1,247.13607258732782,1,0
612,1,196.71260999600645,1,0
613,5,527.5820075210971,1,1
614,3,325.00831828997724,1,0
615,1,77.46170826680485,0,0
616,3,133.51379176213396,0,0
617,4,196.4970225261426,0,0
618,2,80.9332647578679,0,0
619,4,452.16554055559993,1,0
620,4,470.3627170164626,1,1
621,5,304.97671130437607,0,0
622,2,124.424552863548,0,0
623,4,414.4620018200616,1,0
624,4,411.0619944195256,1,0
625,2,111.81391894648755,0,0
626,2,242.1698226196317,1,0
627,4,271.6334981754773,0,1
628,2,125.35473913552966,0,0
629,4,398.53308449577685,1,0
630,4,437.84430459589277,1,1
631,5,248.4278664826759,0,0
632,1,381.1231654876647,1,1
633,4,437.40675146604156,1,0
634,3,428.13987971901906,1,1
635,1,278.5434783117426,1,0
636,1,319.00478938895844,1,1
637,1,278.88385239519846,1,1
638,5,422.26602035611336,1,0
639,4,326.88666305524595,0,1
640,5,241.78020754512087,0,0
641,4,192.69848061874947,0,0
642,5,441.00485411175356,1,0
643,5,307.1240976871902,0,0
644,3,398.7787674608619,1,0
645,5,516.563407003444,1,0
646,2,95.22864368799846,0,0
647,3,438.86873466241286,1,1
648,5,484.5007235173763,1,1
649,1,294.30803278354824,1,0
650,2,64.96661346196194,0,0
651,2,306.50326691287887,1,0
652,2,267.08092417101466,1,0
653,3,332.3339951978391,1,0
654,5,424.88212706850896,1,0
655,5,431.76374217972545,1,0
656,1,313.8263189055306,1,1
657,1,233.5519361522477,1,0
658,2,325.0000173534092,1,0
659,1,16.854116208124395,0,0
660,3,356.616242810416,1,0
661,5,486.5387745691668,1,0
662,2,284.6041090645981,1,0
663,1,28.462433277571943,0,0
664,3,343.0842612445925,1,0
665,3,265.3917562508213,0,1
666,1,335.8232289286007,1,1
667,5,234.06357116177205,0,0
668,1,264.51629953564117,1,0
669,2,266.9312355049073,1,0
670,1,70.44078531328844,0,0
671,3,362.25821923105303,1,0
672,1,240.76574586583348,1,0
673,5,424.84242604658306,1,0
674,4,373.3995723314963,1,0
675,1,266.0445200903773,1,0
676,5,566.8694150746719,1,1
677,5,510.88076758913616,1,1
678,3,443.7516011065445,1,1
679,5,187.38918944193793,0,0
680,5,512.461468080284,1,1
681,5,449.06823201387294,1,0
682,5,502.709497490545,1,1
683,2,271.90480875631215,1,0
684,2,359.96661330593344,1,1
685,3,358.7657818497912,1,0
686,1,124.38012944780876,0,1
687,5,462.8530630002508,1,1
688,1,-13.621004579051984,0,0
689,1,31.794044664284737,0,0
690,3,243.73059758160656,0,1
691,5,167.57485471824296,0,0
692,5,515.0080947154511,1,1
693,4,184.21256430447735,0,0
694,1,291.6501333462534,1,0
695,1,38.44934564861409,0,0
696,2,111.48966954222786,0,0
697,4,284.2377142026239,0,1
698,2,36.08300560578398,0,0
699,2,323.0462164989521,1,0
700,2,306.4618951636886,1,0
701,3,365.2480591902377,1,0
702,3,547.7871311930899,1,1
703,2,117.47661181504235,0,1
704,4,451.74089949283325,1,0
705,1,321.37657441798933,1,1
706,4,488.6198671320903,1,1
707,5,248.63463264096274,0,0
708,3,217.2729099980587,0,1
709,1,32.90501215283724,0,0
710,1,59.885262067190276,0,0
711,5,484.48478909984965,1,1
712,5,472.517375025653,1,0
713,2,367.51416785344236,1,1
714,3,396.09791982878926,1,1
715,3,336.4996142601256,1,0
716,4,517.7144765058772,1,1
717,2,283.9399473895133,1,0
718,2,110.7536085462886,0,0
719,2,78.0713117285358,0,0
720,2,202.7376554977086,0,1
721,3,370.5652321637061,1,0
722,3,405.45826499889233,1,0
723,2,94.73308163502354,0,0
724,4,500.05964414273717,1,1
725,1,52.942026186168334,0,0
726,1,288.8761534558904,1,0
727,4,178.4350283717381,0,0
728,2,122.35015938631844,0,0
729,3,424.1590811164995,1,1
730,1,48.07435468674507,0,0
731,5,252.7525745334512,0,0
732,5,337.56721189280034,0,1
733,4,396.51312870634126,1,0
734,2,386.4413954951158,1,1
735,1,97.34354172686554,0,0
736,2,409.56349056845653,1,1
737,1,276.0746377749069,1,0
738,4,186.33381421928388,0,0
739,4,453.32277515315025,1,1
740,5,358.65901674713257,0,1
741,2,206.28140377589384,0,1
742,5,494.18012027252945,1,0
743,2,161.88058122092312,0,1
744,5,523.1135403391896,1,1
745,3,300.81547512423697,1,0
746,3,218.2258668181738,0,1
747,3,459.8971153173834,1,1
748,3,136.00513862315407,0,0
749,1,269.2143938560247,1,0
750,3,344.28490682006566,1,0
751,4,409.72171084664683,1,0
752,4,365.56925830552996,1,0
753,1,52.556283489017034,0,0
754,3,260.2659208729783,1,0
755,3,344.39311525514046,1,0
756,3,301.0858026885458,1,0
757,5,566.1798354964045,1,1
758,2,403.32222058293536,1,1
759,5,264.0001294589824,0,0
760,2,225.6301868147814,0,1
761,3,321.53250437525486,1,0
762,3,402.42089593746675,1,0
763,5,477.96574692781155,1,0
764,5,442.9033413834316,1,0
765,2,214.06860441548832,0,1
766,4,246.811194627651,0,1
767,2,275.2645751541698,1,0
768,5,231.742308302809,0,0
769,5,434.13066875807954,1,0
770,1,218.30327071719242,1,0
771,5,486.69249201285976,1,0
772,1,42.23436798890505,0,0
773,4,490.5751490507064,1,1
774,2,362.8894590075896,1,1
775,2,245.38190098354448,1,0
776,1,138.10172075174268,0,1
777,2,242.63235073740668,1,0
778,5,447.9409786174359,1,0
779,3,108.9505488350157,0,0
780,1,109.61827997692424,0,0
781,2,207.34088166524165,0,1
782,1,253.1726137381444,1,0
783,1,287.91120032964005,1,0
784,3,324.61052067602793,1,0
785,5,266.3043813601028,0,0
786,1,135.99431301156142,0,1
787,2,307.9206024400101,1,0
788,4,438.17060500320304,1,0
789,1,271.97476308339407,1,0
790,1,58.6617098847507,0,0
791,3,300.3533769131511,1,0
792,5,421.1986111416161,1,0
793,4,396.3187319921283,1,0
794,2,382.80117122829955,1,1
795,4,446.09388825978226,1,1
796,2,452.3503002673526,1,1
797,5,295.4918216576072,0,0
798,2,118.0635496117745,0,0
799,3,352.16110583851236,1,0
800,3,423.63373090296545,1,1
801,3,121.44244619933293,0,0
802,3,152.32441555556588,0,0
803,4,207.7325762042825,0,0
804,5,412.7471827355513,1,0
805,2,110.02529251734693,0,0
806,2,95.34222853525753,0,0
807,3,172.76577326367828,0,1
808,3,124.18844967661494,0,0
809,1,37.591833997350676,0,0
810,5,506.6306297202057,1,0
811,4,216.69659373601274,0,0
812,2,259.93555292700324,1,0
813,1,144.5810886825291,0,1
814,1,203.58088033184904,1,0
815,2,412.4807316166122,1,1
816,4,385.86626044546364,1,0
817,1,247.19091433782486,1,0
818,1,169.7738994262657,0,1
819,5,211.3850929424725,0,0
820,4,358.0864544466103,1,0
821,1,232.49202020961985,1,0
822,4,431.1513655305795,1,0
823,2,334.4196177356947,1,1
824,3,265.03533205668293,1,0
825,1,316.46523424773005,1,1
826,5,346.5522239973276,0,1
827,2,336.0078524921649,1,0
828,4,466.105159137438,1,1
829,2,87.65720178651992,0,0
830,1,364.6170220276724,1,1
831,4,143.90774900913738,0,0
832,3,338.3443767445097,1,0
833,2,105.71271669775173,0,0
834,1,263.476561638551,1,0
835,5,434.70579920427355,1,0
836,4,281.03323035117523,0,1
837,2,225.3501793976103,1,0
838,2,280.2525476299845,1,0
839,3,443.605261376634,1,1
840,3,120.53117897235961,0,0
841,5,331.76952664768794,0,1
842,5,343.40617502408094,0,1
843,1,319.72352397426704,1,1
844,1,335.1139131298971,1,1
845,5,421.11802304146164,1,0
846,5,443.8016616091186,1,0
847,4,498.30648508767666,1,1
848,3,354.709188829053,1,0
849,1,32.40406191308193,0,0
850,3,356.7264921287238,1,0
851,3,251.43829371909854,0,1
852,5,388.50176164267566,1,0
853,4,434.77222194867693,1,0
854,2,289.91235783956785,1,0
855,4,212.7646979972069,0,0
856,4,235.91740770935684,0,0
857,3,108.84978908308602,0,0
858,4,178.7167699271736,0,0
859,1,121.34353912372886,0,1
860,3,326.48739436626715,1,0
861,1,382.0480972751043,1,1
862,2,154.2968371851962,0,1
863,3,133.33359661539401,0,0
864,2,306.1316709480893,1,0
865,3,313.93551421771735,1,0
866,5,518.1295786473121,1,1
867,4,409.52359783750524,1,0
868,5,440.0141878685247,1,0
869,2,297.1983942330016,1,0
870,4,384.1200366265489,1,0
871,3,104.56589072457699,0,0
872,4,409.64779634017714,1,0
